step,time,Lift,Moment,heave,theta,heave_vel,theta_vel
4073,40.73,12.590298,0.051695,0.025411,0.164126,-0.110113,0.115113
4074,40.74,12.276278,0.051001,0.024273,0.165277,-0.113035,0.115029
4075,40.75,11.93963,0.049973,0.02312,0.166419,-0.114998,0.115218
4076,40.76,11.600203,0.048739,0.021962,0.167525,-0.116034,0.113613
4077,40.77,11.262993,0.047987,0.020807,0.168584,-0.116137,0.108868
4078,40.78,10.931799,0.046969,0.019666,0.169583,-0.115281,0.103631
4079,40.79,10.603596,0.045913,0.018548,0.170505,-0.113455,0.096871
4080,40.8,10.286159,0.045365,0.017462,0.171352,-0.110671,0.088313
4081,40.81,9.974517,0.044836,0.016419,0.172135,-0.106918,0.080926
4082,40.82,9.672085,0.043817,0.015426,0.17285,-0.102229,0.07513
4083,40.83,9.381101,0.043161,0.014494,0.173497,-0.09666,0.06811
4084,40.84,9.113546,0.042685,0.01363,0.174085,-0.090257,0.061299
4085,40.85,8.857864,0.041871,0.012841,0.174609,-0.083047,0.055783
4086,40.86,8.591313,0.040682,0.012133,0.17504,-0.075117,0.049331
4087,40.87,8.346814,0.039873,0.011513,0.175342,-0.066648,0.038297
4088,40.88,8.180752,0.040419,0.010984,0.175542,-0.057723,0.023841
4089,40.89,7.97481,0.039551,0.010552,0.175626,-0.048222,0.014898
4090,40.9,7.846325,0.03938,0.010219,0.175596,-0.038441,0.002658
4091,40.91,7.751174,0.040251,0.009989,0.175496,-0.028314,-0.008841
4092,40.92,7.644541,0.039919,0.009863,0.175338,-0.017867,-0.013472
4093,40.93,7.569223,0.03975,0.009843,0.175122,-0.007336,-0.018605
4094,40.94,7.515939,0.039964,0.009926,0.174848,0.003178,-0.024603
4095,40.95,7.460439,0.039399,0.010111,0.17448,0.013561,-0.030292
4096,40.96,7.457149,0.038977,0.010395,0.173972,0.023593,-0.041427
4097,40.97,7.485883,0.038723,0.010772,0.173274,0.033239,-0.057895
4098,40.98,7.599243,0.039599,0.01124,0.172391,0.042428,-0.07921
4099,40.99,7.78917,0.040844,0.011795,0.171375,0.051292,-0.097526
4100,41,7.992092,0.041133,0.012436,0.170261,0.059957,-0.108254
4101,41.01,8.236858,0.04262,0.013159,0.169123,0.068327,-0.116327
4102,41.02,8.470444,0.042839,0.013961,0.167995,0.076426,-0.115084
4103,41.03,8.717037,0.043597,0.014835,0.16691,0.08406,-0.112245
4104,41.04,8.962882,0.044289,0.015777,0.165888,0.09113,-0.106359
4105,41.05,9.181581,0.044149,0.016777,0.164903,0.097491,-0.098948
4106,41.06,9.413425,0.044659,0.017825,0.163922,0.102898,-0.096798
4107,41.07,9.657935,0.045089,0.018911,0.162909,0.10727,-0.097836
4108,41.08,9.937241,0.045845,0.020025,0.16184,0.110539,-0.102887
4109,41.09,10.255932,0.046674,0.021156,0.160705,0.112741,-0.109732
4110,41.1,10.609179,0.047962,0.022295,0.159524,0.113961,-0.11684
4111,41.11,10.981459,0.048932,0.023434,0.158323,0.114308,-0.120385
4112,41.12,11.35724,0.050148,0.024564,0.157144,0.113844,-0.120967
4113,41.13,11.734643,0.051576,0.025678,0.156042,0.112607,-0.116877
4114,41.14,12.083195,0.052011,0.026769,0.155036,0.110633,-0.106432
4115,41.15,12.420663,0.052513,0.027827,0.154133,0.107843,-0.095662
4116,41.16,12.739899,0.052897,0.028845,0.153323,0.10423,-0.085194
4117,41.17,13.036327,0.053235,0.029814,0.152587,0.099782,-0.076331
4118,41.18,13.32012,0.053516,0.030727,0.1519,0.094485,-0.0699
4119,41.19,13.62691,0.055279,0.031575,0.151299,0.088373,-0.066292
4120,41.2,13.88583,0.055108,0.032353,0.150775,0.08165,-0.0558
4121,41.21,14.131282,0.055212,0.033054,0.150307,0.074251,-0.048608
4122,41.22,14.368106,0.055865,0.033673,0.149899,0.066254,-0.043843
4123,41.23,14.594925,0.056525,0.034205,0.149567,0.057778,-0.037884
4124,41.24,14.811403,0.057408,0.034649,0.149349,0.048947,-0.029446
4125,41.25,14.962813,0.057155,0.035,0.149245,0.039897,-0.016115
4126,41.26,15.10167,0.05728,0.035258,0.149255,0.030566,-0.004675
4127,41.27,15.216404,0.057716,0.03542,0.149396,0.021067,0.0068
4128,41.28,15.257553,0.056753,0.035486,0.149628,0.011498,0.020516
4129,41.29,15.285795,0.056246,0.035455,0.149911,0.001764,0.027839
4130,41.3,15.305772,0.056353,0.035326,0.150233,-0.008023,0.030876
4131,41.31,15.347799,0.057641,0.035104,0.150652,-0.017703,0.03408
4132,41.32,15.335647,0.057744,0.03479,0.151215,-0.026995,0.046778
4133,41.33,15.282493,0.058156,0.03439,0.151974,-0.035895,0.063536
4134,41.34,15.124421,0.057296,0.033906,0.152921,-0.044363,0.085686
4135,41.35,14.956217,0.057189,0.03334,0.154049,-0.052615,0.10402
4136,41.36,14.680328,0.056008,0.032696,0.155299,-0.060564,0.121911
4137,41.37,14.395223,0.05537,0.031973,0.15661,-0.068447,0.131126
4138,41.38,14.084102,0.054103,0.031173,0.157895,-0.076192,0.134057
4139,41.39,13.796213,0.053232,0.0303,0.159085,-0.083777,0.127277
4140,41.4,13.549423,0.053418,0.029359,0.160171,-0.090997,0.114164
4141,41.41,13.322234,0.053466,0.028357,0.161182,-0.097543,0.103418
4142,41.42,13.100292,0.053403,0.027305,0.162169,-0.103191,0.097399
4143,41.43,12.866884,0.053786,0.026213,0.163211,-0.107773,0.097428
4144,41.44,12.556334,0.052114,0.025091,0.164314,-0.11119,0.106994
4145,41.45,12.237116,0.051392,0.02395,0.165482,-0.113645,0.113334
4146,41.46,11.886543,0.050414,0.022798,0.166706,-0.115117,0.120113
4147,41.47,11.518266,0.04901,0.021645,0.167948,-0.115687,0.125145
4148,41.48,11.124245,0.047481,0.020497,0.16915,-0.115423,0.125164
4149,41.49,10.741873,0.046396,0.019364,0.170258,-0.114422,0.118091
4150,41.5,10.38034,0.045562,0.018252,0.171239,-0.11267,0.10622
4151,41.51,10.038409,0.044066,0.017169,0.172044,-0.11012,0.091725
4152,41.52,9.7617,0.044052,0.016126,0.172685,-0.106757,0.071652
4153,41.53,9.523681,0.04398,0.015132,0.173207,-0.102379,0.055857
4154,41.54,9.302978,0.043951,0.014199,0.173674,-0.096894,0.046292
4155,41.55,9.068617,0.043013,0.013337,0.174118,-0.090297,0.044028
4156,41.56,8.824524,0.041823,0.012553,0.174534,-0.08274,0.043171
4157,41.57,8.62032,0.04178,0.011857,0.174948,-0.074396,0.040277
4158,41.58,8.356581,0.040143,0.011253,0.175316,-0.065268,0.041173
4159,41.59,8.128218,0.040108,0.010746,0.175625,-0.055735,0.034603
4160,41.6,7.906779,0.038766,0.010338,0.175818,-0.045856,0.027978
4161,41.61,7.749512,0.03904,0.010032,0.175881,-0.035828,0.013429
4162,41.62,7.611311,0.039332,0.009827,0.17582,-0.025606,-0.00018
4163,41.63,7.492199,0.038735,0.009726,0.175613,-0.015292,-0.012243
4164,41.64,7.445975,0.039315,0.009727,0.175272,-0.005029,-0.028062
4165,41.65,7.438909,0.040039,0.009831,0.174835,0.00525,-0.040731
4166,41.66,7.448956,0.039829,0.010036,0.174307,0.015516,-0.048609
4167,41.67,7.492664,0.039533,0.010342,0.173677,0.025632,-0.057253
4168,41.68,7.546643,0.038909,0.010744,0.172902,0.03552,-0.068191
4169,41.69,7.687123,0.040328,0.01124,0.172015,0.045026,-0.084676
4170,41.7,7.857902,0.041177,0.011827,0.17106,0.054294,-0.094339
4171,41.71,8.02839,0.040883,0.012501,0.170037,0.06327,-0.098906
4172,41.72,8.235274,0.042036,0.013258,0.168977,0.071777,-0.10576
4173,41.73,8.45299,0.042334,0.014091,0.167893,0.079801,-0.10772
4174,41.74,8.695976,0.043168,0.014996,0.166803,0.087214,-0.109645
4175,41.75,8.941459,0.043621,0.015963,0.16571,0.093963,-0.109276
4176,41.76,9.232168,0.045545,0.016987,0.164668,0.09992,-0.109462
4177,41.77,9.474051,0.045219,0.018057,0.163654,0.105141,-0.101739
4178,41.78,9.738421,0.045465,0.019163,0.162631,0.109327,-0.099953
4179,41.79,10.021633,0.046326,0.020295,0.161578,0.112442,-0.102731
4180,41.8,10.332242,0.047107,0.021442,0.16048,0.114485,-0.106856
4181,41.81,10.668101,0.048214,0.022595,0.159346,0.115492,-0.111933
4182,41.82,11.021232,0.049497,0.023744,0.158201,0.115534,-0.115324
4183,41.83,11.388567,0.050623,0.02488,0.157078,0.114673,-0.115048
4184,41.84,11.761725,0.051318,0.025995,0.156002,0.112974,-0.111065
4185,41.85,12.117578,0.052181,0.027081,0.154992,0.11048,-0.105407
4186,41.86,12.465421,0.052706,0.028131,0.154057,0.107185,-0.097636
4187,41.87,12.797173,0.053051,0.029135,0.153193,0.103107,-0.089665
4188,41.88,13.111508,0.053605,0.030088,0.152395,0.098251,-0.082919
4189,41.89,13.419691,0.0543,0.030981,0.151668,0.092641,-0.076514
4190,41.9,13.709474,0.054894,0.031808,0.151018,0.08635,-0.069182
4191,41.91,13.993337,0.055624,0.032564,0.150462,0.079423,-0.061108
4192,41.92,14.250751,0.055743,0.033242,0.149999,0.071961,-0.050868
4193,41.93,14.487498,0.056042,0.033839,0.149628,0.063998,-0.041656
4194,41.94,14.69479,0.056665,0.034351,0.14936,0.055608,-0.032565
4195,41.95,14.879414,0.056567,0.034773,0.14919,0.046851,-0.02157
4196,41.96,15.040487,0.056828,0.035104,0.149118,0.037786,-0.012153
4197,41.97,15.181907,0.057301,0.035341,0.14916,0.028501,-0.002314
4198,41.98,15.281322,0.058197,0.035485,0.149354,0.019105,0.00987
4199,41.99,15.2897,0.056579,0.035532,0.149647,0.009646,0.027145
4200,42,15.28167,0.055594,0.035482,0.149963,-0.000065,0.034132
4201,42.01,15.311304,0.056565,0.035334,0.15031,-0.009938,0.032811
4202,42.02,15.351089,0.057866,0.035092,0.150759,-0.019645,0.036281
4203,42.03,15.332418,0.057966,0.034759,0.151362,-0.028938,0.04997
4204,42.04,15.260285,0.058166,0.034339,0.152164,-0.037825,0.068021
4205,42.05,15.094776,0.057167,0.033835,0.153146,-0.046311,0.090065
4206,42.06,14.90125,0.057067,0.03325,0.154297,-0.054581,0.107292
4207,42.07,14.622725,0.055516,0.032585,0.155538,-0.062598,0.12342
4208,42.08,14.335786,0.054986,0.031841,0.156806,-0.070544,0.128709
4209,42.09,14.077863,0.055132,0.031021,0.158081,-0.078325,0.128166
4210,42.1,13.769895,0.053957,0.03013,0.15931,-0.085706,0.127768
4211,42.11,13.477728,0.052966,0.029172,0.160443,-0.092719,0.120637
4212,42.12,13.234074,0.053367,0.028154,0.161499,-0.099191,0.108507
4213,42.13,12.984805,0.052772,0.027085,0.1625,-0.104797,0.10179
4214,42.14,12.741291,0.052512,0.025976,0.163484,-0.109423,0.097218
4215,42.15,12.48794,0.052314,0.024838,0.164507,-0.112924,0.097669
4216,42.16,12.192069,0.051169,0.023682,0.165589,-0.115231,0.104273
4217,42.17,11.866252,0.049916,0.02252,0.166722,-0.116434,0.111064
4218,42.18,11.513405,0.048817,0.02136,0.167888,-0.116611,0.115875
4219,42.19,11.136806,0.047643,0.020212,0.169054,-0.115849,0.118225
4220,42.2,10.760945,0.046312,0.019083,0.170175,-0.114249,0.116648
4221,42.21,10.393123,0.045327,0.017982,0.17121,-0.111856,0.109761
4222,42.22,10.046666,0.044284,0.016917,0.172123,-0.108683,0.099248
4223,42.23,9.731403,0.043796,0.015896,0.172906,-0.104715,0.085282
4224,42.24,9.446054,0.043268,0.014928,0.173563,-0.099897,0.071712
4225,42.25,9.161961,0.042016,0.014021,0.174076,-0.094196,0.059396
4226,42.26,8.929021,0.042363,0.013183,0.174481,-0.087701,0.044063
4227,42.27,8.711559,0.041707,0.012423,0.174802,-0.080318,0.035157
4228,42.28,8.521888,0.041906,0.011748,0.175087,-0.072121,0.027908
4229,42.29,8.312105,0.040601,0.011166,0.17533,-0.063133,0.026765
4230,42.3,8.10682,0.040087,0.010681,0.175516,-0.053596,0.022038
4231,42.31,7.939113,0.03956,0.010297,0.175631,-0.043664,0.015875
4232,42.32,7.791016,0.039685,0.010016,0.175676,-0.03341,0.007897
4233,42.33,7.638241,0.039379,0.009839,0.175638,-0.022939,0.001085
4234,42.34,7.503343,0.038595,0.009766,0.175471,-0.012463,-0.007961
4235,42.35,7.450857,0.03951,0.009795,0.175186,-0.002145,-0.023172
4236,42.36,7.417213,0.039004,0.009927,0.174762,0.008114,-0.034478
4237,42.37,7.437616,0.039485,0.010157,0.174204,0.018179,-0.049333
4238,42.38,7.497248,0.039387,0.010486,0.173507,0.028066,-0.062469
4239,42.39,7.577372,0.039823,0.010909,0.172677,0.037723,-0.076662
4240,42.4,7.728783,0.039941,0.011424,0.171721,0.047068,-0.089582
4241,42.41,7.926749,0.04154,0.01203,0.170704,0.056151,-0.1019
4242,42.42,8.118888,0.041353,0.012721,0.169641,0.065016,-0.10484
4243,42.43,8.342098,0.041802,0.013495,0.168549,0.073468,-0.108507
4244,42.44,8.589964,0.043278,0.014346,0.167481,0.081456,-0.110654
4245,42.45,8.806697,0.043277,0.015267,0.166436,0.088938,-0.105751
4246,42.46,9.03869,0.043677,0.01625,0.165402,0.095647,-0.103304
4247,42.47,9.291296,0.044616,0.017288,0.164378,0.101482,-0.102834
4248,42.48,9.542905,0.04495,0.018368,0.163341,0.106393,-0.101852
4249,42.49,9.820484,0.045509,0.019482,0.162268,0.110258,-0.104293
4250,42.5,10.115766,0.046248,0.020619,0.161139,0.113073,-0.109265
4251,42.51,10.445473,0.047536,0.021769,0.159966,0.114836,-0.115651
4252,42.52,10.801251,0.0487,0.022923,0.158777,0.115633,-0.119383
4253,42.53,11.179576,0.049595,0.024071,0.157596,0.115538,-0.119849
4254,42.54,11.558562,0.050478,0.025207,0.15645,0.114625,-0.11767
4255,42.55,11.933134,0.051106,0.026322,0.155356,0.112923,-0.112831
4256,42.56,12.301425,0.051733,0.027408,0.154326,0.110443,-0.106797
4257,42.57,12.657772,0.052712,0.028459,0.153383,0.107205,-0.099789
4258,42.58,13.017233,0.054532,0.029466,0.152591,0.103231,-0.089939
4259,42.59,13.291707,0.053989,0.030423,0.151929,0.098614,-0.071699
4260,42.6,13.548179,0.054093,0.03132,0.15136,0.093112,-0.059653
4261,42.61,13.792063,0.054096,0.032149,0.150838,0.08673,-0.052165
4262,42.62,14.054932,0.055281,0.032903,0.150364,0.079509,-0.04993
4263,42.63,14.296479,0.055653,0.033576,0.149935,0.07165,-0.045034
4264,42.64,14.515162,0.055777,0.034162,0.14954,0.063217,-0.040601
4265,42.65,14.776008,0.057796,0.034658,0.149251,0.054282,-0.037771
4266,42.66,14.946392,0.057287,0.035062,0.149075,0.045181,-0.023615
4267,42.67,15.113412,0.057214,0.035372,0.149007,0.035767,-0.012067
4268,42.68,15.247718,0.057924,0.035585,0.149072,0.026182,-0.001296
4269,42.69,15.309914,0.057092,0.0357,0.149243,0.016513,0.013187
4270,42.7,15.369258,0.057141,0.035717,0.149505,0.006666,0.022275
4271,42.71,15.384772,0.056432,0.035636,0.149824,-0.003201,0.030802
4272,42.72,15.417981,0.057139,0.035458,0.15022,-0.013069,0.034744
4273,42.73,15.417487,0.05796,0.035185,0.150745,-0.022681,0.043419
4274,42.74,15.378346,0.058254,0.034822,0.151451,-0.031942,0.059098
4275,42.75,15.261213,0.057779,0.034372,0.152347,-0.04081,0.079551
4276,42.76,15.061516,0.056936,0.033837,0.153399,-0.049392,0.09905
4277,42.77,14.857817,0.05686,0.033218,0.154589,-0.057835,0.113122
4278,42.78,14.574578,0.055178,0.032517,0.155834,-0.066025,0.125888
4279,42.79,14.301422,0.054868,0.031738,0.157079,-0.074117,0.127149
4280,42.8,14.032571,0.054952,0.030882,0.158308,-0.081938,0.12452
4281,42.81,13.750917,0.054389,0.029956,0.159505,-0.089319,0.122172
4282,42.82,13.477145,0.053835,0.028965,0.160658,-0.096167,0.117994
4283,42.83,13.192508,0.053048,0.027917,0.161758,-0.102317,0.113193
4284,42.84,12.928115,0.052593,0.026821,0.162813,-0.107673,0.107242
4285,42.85,12.673723,0.052567,0.025687,0.16387,-0.112047,0.103411
4286,42.86,12.383395,0.051412,0.024526,0.164941,-0.115282,0.105675
4287,42.87,12.078946,0.050558,0.023349,0.166038,-0.117422,0.107872
4288,42.88,11.743228,0.049449,0.022167,0.167154,-0.118458,0.110938
4289,42.89,11.396538,0.048216,0.02099,0.16827,-0.118468,0.112628
4290,42.9,11.045332,0.047302,0.019827,0.169369,-0.117494,0.111559
4291,42.91,10.685833,0.046116,0.018688,0.170423,-0.115563,0.109016
4292,42.92,10.328306,0.044929,0.017581,0.171397,-0.112738,0.103131
4293,42.93,9.983996,0.044156,0.016515,0.17227,-0.109066,0.093437
4294,42.94,9.656432,0.043376,0.015498,0.173026,-0.104557,0.082204
4295,42.95,9.354758,0.042666,0.014539,0.173658,-0.099229,0.069788
4296,42.96,9.103692,0.042655,0.013646,0.174194,-0.093082,0.056987
4297,42.97,8.871175,0.042093,0.012827,0.174657,-0.08603,0.048812
4298,42.98,8.625805,0.040989,0.012091,0.175041,-0.078121,0.042736
4299,42.99,8.387494,0.040629,0.011443,0.175343,-0.069528,0.034297
4300,43,8.208272,0.040808,0.010889,0.175594,-0.060371,0.026244
4301,43.01,7.981905,0.039404,0.010434,0.175757,-0.050617,0.02241
4302,43.02,7.825024,0.038975,0.01008,0.175808,-0.040609,0.011941
4303,43.03,7.694297,0.039605,0.00983,0.175767,-0.030316,-0.000411
4304,43.04,7.564417,0.039033,0.009685,0.17562,-0.019799,-0.008703
4305,43.05,7.494139,0.039428,0.009645,0.175377,-0.009265,-0.02001
4306,43.06,7.450055,0.040162,0.009711,0.175068,0.001295,-0.029177
4307,43.07,7.407445,0.039592,0.009879,0.174676,0.011797,-0.034199
4308,43.08,7.395359,0.039057,0.010148,0.174159,0.02203,-0.043321
4309,43.09,7.448766,0.038906,0.010514,0.173481,0.031888,-0.057946
4310,43.1,7.528091,0.039345,0.010972,0.17263,0.041401,-0.075839
4311,43.11,7.706827,0.040269,0.011521,0.171636,0.05051,-0.093739
4312,43.12,7.897728,0.040762,0.012157,0.170529,0.059383,-0.106546
4313,43.13,8.149063,0.042353,0.012877,0.169386,0.067931,-0.116329
4314,43.14,8.392524,0.042606,0.013678,0.168248,0.076232,-0.11609
4315,43.15,8.650782,0.043452,0.014555,0.167153,0.084105,-0.113673
4316,43.16,8.88912,0.043705,0.015501,0.166109,0.091459,-0.107245
4317,43.17,9.109252,0.043519,0.016508,0.165079,0.098076,-0.101839
4318,43.18,9.354387,0.044235,0.017566,0.164038,0.103735,-0.102303
4319,43.19,9.620146,0.045057,0.018665,0.162971,0.108392,-0.104651
4320,43.2,9.908631,0.046245,0.019796,0.161881,0.112011,-0.108067
4321,43.21,10.215648,0.047217,0.020947,0.160776,0.114598,-0.110086
4322,43.22,10.549904,0.047841,0.022109,0.159652,0.116153,-0.11134
4323,43.23,10.894367,0.048628,0.023272,0.15851,0.11672,-0.113291
4324,43.24,11.254987,0.049211,0.024426,0.157348,0.116328,-0.115049
4325,43.25,11.632274,0.050461,0.025564,0.15619,0.115028,-0.117264
4326,43.26,12.020231,0.051816,0.026677,0.155083,0.112916,-0.115566
4327,43.27,12.396009,0.052729,0.027758,0.154067,0.110076,-0.108145
4328,43.28,12.748358,0.053508,0.0288,0.15317,0.106516,-0.097114
4329,43.29,13.062338,0.053621,0.029794,0.152384,0.102219,-0.08377
4330,43.3,13.35173,0.053719,0.030734,0.151684,0.097108,-0.072924
4331,43.31,13.658825,0.055321,0.031611,0.151097,0.091169,-0.065771
4332,43.32,13.911103,0.054843,0.032418,0.150593,0.084575,-0.053043
4333,43.33,14.141128,0.054996,0.033148,0.15014,0.077225,-0.046204
4334,43.34,14.380887,0.055542,0.033795,0.149725,0.069168,-0.042849
4335,43.35,14.613,0.056444,0.034355,0.149366,0.060571,-0.039587
4336,43.36,14.833194,0.056667,0.034823,0.149077,0.051578,-0.032995
4337,43.37,15.033968,0.057663,0.035199,0.148899,0.042307,-0.025501
4338,43.38,15.202118,0.057995,0.03548,0.148866,0.032889,-0.012226
4339,43.39,15.28965,0.057164,0.035665,0.148954,0.023381,0.003925
4340,43.4,15.3755,0.057515,0.035752,0.149163,0.013668,0.014862
4341,43.41,15.407371,0.056885,0.035742,0.149466,0.003914,0.027017
4342,43.42,15.425002,0.05664,0.035634,0.14984,-0.005904,0.034964
4343,43.43,15.434327,0.057012,0.03543,0.150297,-0.015662,0.040983
4344,43.44,15.43231,0.058153,0.035133,0.150897,-0.025196,0.049731
4345,43.45,15.354215,0.058036,0.034747,0.151675,-0.03434,0.067295
4346,43.46,15.216652,0.057799,0.034273,0.152639,-0.043179,0.086643
4347,43.47,15.002648,0.056616,0.033713,0.15374,-0.051767,0.105642
4348,43.48,14.784879,0.056316,0.03307,0.154943,-0.060241,0.117037
4349,43.49,14.514039,0.055087,0.032345,0.156177,-0.068484,0.125318
4350,43.5,14.231284,0.054397,0.031541,0.15738,-0.076545,0.124926
4351,43.51,13.98523,0.054982,0.030663,0.15856,-0.084325,0.118861
4352,43.52,13.73732,0.055509,0.029717,0.15976,-0.091539,0.116783
4353,43.53,13.41528,0.05336,0.028709,0.160932,-0.098026,0.121
4354,43.54,13.13553,0.053237,0.027646,0.162075,-0.103937,0.11588
4355,43.55,12.852549,0.052409,0.026538,0.163187,-0.109002,0.11283
4356,43.56,12.571779,0.051824,0.025393,0.164279,-0.113125,0.10959
4357,43.57,12.275347,0.051291,0.024224,0.165374,-0.116191,0.108266
4358,43.58,11.950829,0.05028,0.023041,0.166476,-0.118166,0.109584
4359,43.59,11.617169,0.049191,0.021853,0.167579,-0.119097,0.110582
4360,43.6,11.281229,0.048107,0.020671,0.16867,-0.118995,0.110326
4361,43.61,10.927431,0.046592,0.019505,0.169714,-0.117866,0.10853
4362,43.62,10.578709,0.045923,0.018365,0.170696,-0.115791,0.102019
4363,43.63,10.234819,0.045012,0.017259,0.171602,-0.11277,0.095106
4364,43.64,9.905812,0.044012,0.016197,0.172415,-0.10884,0.086804
4365,43.65,9.601312,0.043943,0.015188,0.173154,-0.10402,0.076673
4366,43.66,9.299553,0.043044,0.01424,0.173821,-0.098284,0.070238
4367,43.67,9.019739,0.042114,0.013361,0.174407,-0.091725,0.063091
4368,43.68,8.755148,0.041533,0.01256,0.174908,-0.084387,0.054504
4369,43.69,8.526259,0.041115,0.011842,0.17533,-0.076334,0.045846
4370,43.7,8.275221,0.039852,0.011213,0.175641,-0.067586,0.038259
4371,43.71,8.079452,0.040211,0.010679,0.175855,-0.058374,0.025539
4372,43.72,7.895079,0.039137,0.010244,0.17595,-0.048662,0.016578
4373,43.73,7.758738,0.039736,0.009911,0.175949,-0.038609,0.003466
4374,43.74,7.620431,0.039461,0.009682,0.175858,-0.028203,-0.004884
4375,43.75,7.524023,0.038982,0.009559,0.175664,-0.017639,-0.013596
4376,43.76,7.465632,0.039198,0.009543,0.175373,-0.006991,-0.024422
4377,43.77,7.438937,0.039656,0.009633,0.175003,0.00369,-0.034012
4378,43.78,7.404133,0.039364,0.009828,0.174542,0.014329,-0.040956
4379,43.79,7.416959,0.039086,0.010124,0.173962,0.024695,-0.0507
4380,43.8,7.482047,0.039147,0.010519,0.173244,0.034732,-0.063908
4381,43.81,7.578459,0.039532,0.011009,0.172382,0.04443,-0.078739
4382,43.82,7.747576,0.040264,0.011591,0.171398,0.053734,-0.093361
4383,43.83,7.931764,0.04096,0.01226,0.170322,0.062721,-0.104485
4384,43.84,8.165504,0.042514,0.013013,0.169222,0.071304,-0.112251
4385,43.85,8.393579,0.0424,0.013845,0.168114,0.079514,-0.11119
4386,43.86,8.631201,0.042773,0.01475,0.167001,0.08716,-0.111186
4387,43.87,8.902276,0.043901,0.015721,0.165909,0.09413,-0.111516
4388,43.88,9.147297,0.044163,0.01675,0.16483,0.100407,-0.108199
4389,43.89,9.414268,0.045039,0.017827,0.163762,0.105773,-0.107269
4390,43.9,9.678737,0.045439,0.018943,0.162684,0.110183,-0.10619
4391,43.91,9.9728,0.046133,0.020087,0.161578,0.11352,-0.108285
4392,43.92,10.303274,0.047126,0.021249,0.160443,0.115801,-0.112041
4393,43.93,10.655506,0.04819,0.02242,0.159292,0.117098,-0.11499
4394,43.94,11.007486,0.049002,0.023589,0.158135,0.117466,-0.115889
4395,43.95,11.377291,0.050461,0.024749,0.15701,0.116898,-0.115916
4396,43.96,11.741908,0.051495,0.02589,0.155951,0.115471,-0.110916
4397,43.97,12.097811,0.051904,0.027004,0.154963,0.11319,-0.10273
4398,43.98,12.426946,0.052386,0.028082,0.154041,0.110046,-0.095157
4399,43.99,12.759389,0.052969,0.029115,0.153179,0.106,-0.08889
4400,44,13.077354,0.053405,0.030096,0.152366,0.101115,-0.083223
4401,44.01,13.39293,0.054039,0.031016,0.151599,0.095423,-0.078884
4402,44.02,13.703848,0.054995,0.03187,0.150899,0.089011,-0.074288
4403,44.03,14.031319,0.056301,0.032651,0.150315,0.081987,-0.066744
4404,44.04,14.276304,0.0559,0.033355,0.149841,0.074538,-0.052502
4405,44.05,14.514798,0.056216,0.033976,0.149468,0.066515,-0.042065
4406,44.06,14.73822,0.056727,0.034511,0.149205,0.058024,-0.032096
4407,44.07,14.905895,0.056862,0.034956,0.149045,0.049167,-0.020886
4408,44.08,15.059871,0.05718,0.035306,0.148989,0.039915,-0.010822
4409,44.09,15.208092,0.058161,0.035561,0.14907,0.030374,-0.000477
4410,44.1,15.245797,0.056299,0.035717,0.149218,0.020708,0.015024
4411,44.11,15.324791,0.056903,0.035774,0.149421,0.010679,0.018215
4412,44.12,15.363329,0.056434,0.035729,0.149655,0.000607,0.023023
4413,44.13,15.425257,0.057133,0.035586,0.149946,-0.009464,0.024846
4414,44.14,15.46554,0.057893,0.035348,0.150356,-0.019251,0.032048
4415,44.15,15.461427,0.058942,0.035018,0.150971,-0.028612,0.0469
4416,44.16,15.370875,0.058313,0.034601,0.151816,-0.03749,0.071739
4417,44.17,15.199359,0.057528,0.0341,0.152872,-0.046035,0.096069
4418,44.18,14.974734,0.056541,0.033515,0.154082,-0.054388,0.116075
4419,44.19,14.683102,0.055558,0.032848,0.155369,-0.062618,0.128797
4420,44.2,14.409623,0.055391,0.0321,0.156682,-0.070828,0.13246
4421,44.21,14.102721,0.05419,0.031274,0.157948,-0.078836,0.132641
4422,44.22,13.829041,0.053748,0.030372,0.159124,-0.086624,0.124243
4423,44.23,13.586251,0.053751,0.029401,0.160212,-0.093936,0.113055
4424,44.24,13.354113,0.053766,0.02837,0.161246,-0.100501,0.104374
4425,44.25,13.131525,0.05413,0.027289,0.162297,-0.106117,0.100729
4426,44.26,12.854233,0.05358,0.026169,0.163416,-0.110599,0.106062
4427,44.27,12.535293,0.052255,0.025019,0.164604,-0.114016,0.115165
4428,44.28,12.183383,0.051251,0.023849,0.16585,-0.116455,0.122287
4429,44.29,11.804058,0.049599,0.022668,0.167107,-0.117979,0.127526
4430,44.3,11.423101,0.048228,0.021484,0.16832,-0.118677,0.126206
4431,44.31,11.037752,0.046934,0.020305,0.169435,-0.11855,0.119132
4432,44.32,10.690945,0.046474,0.019141,0.170436,-0.117612,0.106588
4433,44.33,10.377103,0.046006,0.018,0.171335,-0.115734,0.094496
4434,44.34,10.074226,0.045001,0.016895,0.172132,-0.112817,0.084663
4435,44.35,9.785231,0.044185,0.015834,0.172837,-0.108855,0.074745
4436,44.36,9.51534,0.043612,0.014828,0.173466,-0.103848,0.065726
4437,44.37,9.250848,0.042981,0.013888,0.174039,-0.097795,0.059174
4438,44.38,8.969724,0.041473,0.013021,0.174535,-0.090769,0.054569
4439,44.39,8.715991,0.04148,0.012236,0.174966,-0.082959,0.045644
